abdicando	abdicar	5
abdicar	abdicar	11
abdicaria	abdicar	1
abdicou	abdicar	10
aberta	abertar	1
aberta	abrir	336
abertas	abrir	47
aberto	aberto	1
aberto	abrir	253
abertos	aberrer	1
abertos	abrir	56
abertura	aberturar	2
abgar	Abgar	1
abocanhar	abocanhar	1
abocanhava	abocanhar	1
abolem	aboler	1
abolia	aboliar	1
abolida	Aboler	2
abolida	aboler	1
abolida	abolir	5
abolidas	aboler	2
abolidas	abolir	5
abolido	aboler	5
abolido	abolir	15
abolidos	aboler	5
abolidos	abolir	3
abolindo	abolir	17
abolir	abolir	17
abolira	abolirar	1
aboliria	abolir	1
aboliu	abolir	15
abonada	abonar	4
abonara	abonar	1
abordada	abordar	5
abordadas	abordar	2
abordado	abordar	12
abordados	abordar	20
abordagem	abordager	1
abordam	abordar	3
abordamos	abordar	1
abordando	abordar	30
abordar	abordar	9
abordaram	abordar	5
abordava	abordar	12
abordavam	abordar	5
abordavam	abordavar	1
abordou	Abordar	2
abordou	abordar	24
abortada	abortar	13
abortadas	abortar	3
abortado	abortar	4
abortar	abortar	10
abortaram	abortar	1
abortou	abortar	2
abr	abr	1
abra	abrir	2
abram	abrir	1
abramos	abrar	1
abrandando	abrandar	2
abrandar	abrandar	6
abrandasse	abrandar	1
abrandava	abrandar	1
abrange	abranger	13
abrange	abrangir	1
abrangem	abranger	2
abrangendo	Abranger	1
abrangendo	abranger	97
abranger	abranger	31
abrangeram	abranger	5
abrangerem	abranger	1
abrangeria	abranger	4
abrangeria	abrangerir	2
abrangesse	abranger	10
abrangeu	abranger	7
abrangia	abranger	46
abrangia	abrangiar	1
abrangia	abrangir	3
abrangiam	abranger	6
abrangiam	abrangiar	4
abrangiam	abrangir	1
abrangidas	abranger	3
abrangidos	abranger	14
abraçado	abraçar	3
abraçando	abraçar	2
abraçar	abraçar	6
abraçara	abraçar	1
abraçaram	abraçar	1
abraçou	abraçar	4
abre	abrir	10
abrem	abrir	2
abreu	Abrer	13
abreviar	abreviar	4
abreviaria	abreviar	1
abria	abr	1
abria	abrir	48
abriam	Abr	1
abriam	abriar	4
abriam	abrir	10
abriga	abrigar	6
abrigada	abrigar	327
abrigado	Abrigar	1
abrigado	abrigar	3
abrigados	abrigar	11
abrigam	abrigar	2
abrigando	abrigar	8
abrigar	abrigar	40
abrigaram	abrigar	7
abrigaria	abrigar	4
abrigasse	abrigar	3
abrigava	abrigar	24
abrigavam	abrigar	5
abrigou	abrigar	26
abrigá	abrigar	1
abrilada	abrilar	1
abrimos	abrir	1
abrindo	abrir	185
abrir	abrir	190
abrira	abrirar	12
abriram	abrerir	2
abriram	abrir	29
abrirem	abrir	4
abriria	abrir	45
abriria	abrizer	1
abririam	abrir	5
abrirá	abrir	3
abrisse	abrir	16
abrisse	abrizer	3
abrissem	abrir	5
abriu	abrer	6
abriu	abrir	376
absolutos	absolutar	1
absolvendo	absolver	5
absolver	absolver	3
absolvera	absolver	1
absolveram	absolver	3
absolveu	absolver	32
absolvia	absolver	1
absolvida	absolver	7
absolvida	absolvir	1
absolvido	absolver	147
absolvidos	absolver	19
absolvê	absolver	1
absorvem	absorvir	1
absorvendo	Absorvender	1
absorvendo	absorver	9
absorver	absorver	35
absorvera	absorver	1
absorvera	absorverar	1
absorveram	absorver	3
absorveram	absorverar	1
absorverem	absorver	1
absorveria	absorver	1
absorvesse	absorver	5
absorveu	absorver	32
absorvia	absorver	2
absorvia	absorviar	1
absorviam	absorver	2
absorvida	absorver	14
absorvidas	absorver	7
absorvido	absorver	13
absorvidos	absorver	9
absorvê	absorver	2
abstendo	Abster	1
abstendo	abstender	5
abstendo	abster	5
abster	abster	7
absterem	absterir	1
absteria	abster	1
absteria	absterir	2
absteve	Abster	67
absteve	abstar	70
absteve	abster	25
absteve	abstever	3
abstinha	abster	1
abstinha	abstinhar	1
abstivera	abstiverar	1
abstiveram	Abstiver	3
abstiveram	abster	4
abstiveram	abstiver	9
abstivesse	abstiver	4
abstivessem	abster	6
abstivessem	abstiver	3
abstraindo	abstrair	2
abstraía	abstrair	1
absurda	absurdar	2
absurdas	absurr	1
abusando	abusar	4
abusava	abusar	1
abusos	abunder	1
abutendi	abutender	1
acaba	acabar	11
acabada	acabar	3
acabado	acabar	3
acabados	acabado	1
acabados	acabar	2
acabam	acabar	2
acabando	acabar	76
acabar	acabar	117
acabara	acabar	31
acabaram	acabar	81
acabaram	acabarar	1
acabaria	acabar	79
acabaria	acabazer	3
acabariam	acabar	3
acabasse	acabar	11
acabasse	acabassar	1
acabassem	acabar	2
acabava	acabar	49
acabavam	acabar	6
acabe	acabar	2
acabou	acabar	1117
academia	Academer	1
acadêmica	acadêmicar	1
acalmam	acalm	1
acalmar	acalmar	14
acalmara	acalmarar	1
acalmaria	acalmar	1
acalmou	acalmar	2
acalmá	acalmar	1
acaloradas	acalorar	3
acalorados	acalorado	2
acalorados	acalorar	2
acamado	acamar	4
acampadas	acampar	6
acampado	Acampar	1
acampado	acampar	2
acampados	acampar	3
acampando	acampar	4
acampar	acampar	1
acamparam	acampar	5
acampou	acampar	2
acantonada	acantonar	1
acantonadas	acantonar	3
acantonado	acantonar	6
acantonados	acantonar	1
acarretadas	acarretar	1
acarretado	acarretar	1
acarretados	acarretar	6
acarretando	acarretar	26
acarretar	acarretar	13
acarretara	acarretar	5
acarretaram	acarretar	9
acarretaram	acarretarar	1
acarretaria	acarretar	32
acarretaria	acarretazer	1
acarretariam	acarretar	2
acarretará	acarretar	1
acarretasse	acarretar	6
acarretassem	acarretar	1
acarretava	acarretar	8
acarretavam	acarretar	3
acarrete	acarretar	2
acarrete	acarretir	1
acarretou	acarretar	52
acará	Acar	2
acaso	acasar	2
acatada	Acatar	1
acatada	acatar	23
acatadas	acatar	5
acatado	acatar	17
acatados	acatar	3
acatando	acatar	33
acatar	acatar	65
acatara	acatar	1
acataram	acatar	8
acatarem	acatar	2
acataria	acatar	8
acatariam	acatar	4
acatasse	acatar	5
acatassem	acatar	3
acatava	acatar	3
acatavam	acatar	4
acatou	acatar	54
acatá	acatar	5
acautelar	acautelar	1
acautelaram	acautelar	1
acautelasse	acautelar	2
acautelava	acautelar	1
aceder	aceder	1
acedeu	aceder	4
acedi	acedir	1
aceita	acazer	15
aceita	aceger	18
aceita	aceitar	114
aceita	aceito	57
aceitado	aceitar	20
aceitam	aceitar	5
aceitamos	aceitar	3
aceitando	aceitar	108
aceitar	aceitar	378
aceitara	aceitar	18
aceitara	aceitarar	2
aceitaram	aceitar	65
aceitarei	Aceitar	1
aceitarem	aceitar	5
aceitaremos	aceitar	1
aceitaria	aceitar	61
aceitaria	aceitazer	3
aceitariam	aceitar	9
aceitariam	aceitariar	1
aceitariam	aceitazer	1
aceitará	aceitar	2
aceitas	Aceizer	2
aceitas	aceizer	24
aceitasse	aceitar	50
aceitasse	aceitassar	1
aceitassem	aceitar	15
aceitava	aceitar	70
aceitavam	aceitar	26
aceitei	aceitar	3
aceito	aceger	5
aceito	aceitar	144
aceitos	aceever	13
aceitou	aceitar	491
aceitá	aceit	1
aceitá	aceitar	16
acelerada	acelerar	26
aceleradas	acelerar	2
acelerado	acelerar	60
acelerados	acelerar	4
acelerando	acelerar	11
acelerar	acelerar	119
aceleraram	acelerar	14
acelerasse	acelerar	7
acelerassem	acelerar	2
acelerava	acelerar	8
aceleravam	acelerar	3
acelerou	Acelerar	1
acelerou	acelerar	42
acenado	acenar	2
acenando	acenar	11
acenar	acenar	3
acenara	acenarar	1
acenaram	acenar	1
acenava	acenar	10
acenava	acenavar	2
acenavam	acenavar	2
acende	acender	1
acender	acender	1
acenou	acenar	14
acentua	acentuar	5
acentuada	acentuar	56
acentuadas	acentuar	14
acentuado	acentuado	3
acentuado	acentuar	20
acentuam	acentuar	2
acentuando	acentuar	31
acentuar	acentuar	24
acentuara	acentuar	7
acentuara	acentuarar	2
acentuaram	Acentuar	1
acentuaram	acentuar	34
acentuaria	acentuar	3
acentuariam	acentuar	1
acentuasse	acentuar	3
acentuava	acentuar	17
acentuavam	Acentuar	1
acentuavam	acentuar	9
acentue	acentuar	1
acentuou	acentuar	75
acerca	acercar	11
acercava	acercar	1
acertada	acertado	6
acertada	acertar	27
acertadas	Acertar	1
acertadas	acertar	7
acertado	acertar	33
acertados	Acertado	1
acertados	acertar	11
acertando	acertar	4
acertar	acertar	21
acertara	acertar	2
acertaram	acertar	7
acertaram	acertarar	1
acertarem	acertar	2
acertaria	acertar	1
acertava	acertar	1
acertavam	acertav	1
acertou	acertar	26
acesas	acender	4
aceso	acender	2
aceso	acesar	1
acessado	acessar	3
acessados	acessar	2
acessar	acessar	2
acessarem	acessar	1
acesso	acessar	2
acesso	acimir	3
acha	achar	13
achacarem	achacar	1
achado	achar	3
acham	achar	8
achamos	achar	4
achando	Achar	1
achando	achar	19
achar	achar	27
acharam	achar	5
acharam	acharar	2
achasse	achar	6
achava	achar	100
achava	achavar	2
achavam	Achar	2
achavam	achar	30
achavam	achavar	1
achei	achar	2
acho	achar	17
acho	acher	1
achou	achar	21
achá	achar	1
acionada	acionar	7
acionadas	acionar	2
acionado	acionar	11
acionados	acionar	6
acionando	acionar	5
acionar	acionar	17
acionaram	acionar	3
acionista	acionistar	4
acionou	Acionar	2
acionou	acionar	17
acirrada	acirradar	1
acirrada	acirrar	86
acirradas	Acirrar	1
acirradas	acirrar	7
acirrado	acirrar	17
acirrados	acirrado	1
acirrados	acirrar	9
acirrando	Acirrar	1
acirrando	acirrar	9
acirrar	acirrar	19
acirrara	acirrar	1
acirraram	Acirrar	1
acirraram	acirrar	30
acirraram	acirrarar	3
acirraria	acirrar	3
acirrassem	acirrassar	1
acirrava	acirrar	11
acirravam	acirrar	3
acirrou	acirrar	76
aclamada	aclamar	7
aclamado	Aclamar	1
aclamado	aclamar	31
aclamados	aclamar	2
aclamando	aclamar	2
aclamar	aclamar	1
aclamara	aclamar	1
aclamaram	aclamar	1
aclamava	aclamar	1
aclimar	aclimar	1
acolham	acolhar	1
acolhendo	acolher	12
acolher	acolher	23
acolhera	acolher	2
acolhera	acolherar	1
acolheram	acolher	1
acolheria	acolher	1
acolheriam	acolher	2
acolhesse	acolher	1
acolheu	Acolher	3
acolheu	acolher	48
acolhia	acolh	1
acolhia	acolher	4
acolhiam	acolher	2
acolhida	Acolher	17
acolhida	acolher	22
acolhidas	acolher	6
acolhido	acolher	15
acomoda	acomodar	1
acomodada	acomodar	2
acomodar	acomodar	13
acomodava	acomodar	2
acomodou	acomodar	3
acomodá	acomodar	1
acompanha	acompanhar	4
acompanhada	acompanhar	85
acompanhadas	acompanhar	22
acompanhado	acompanhar	257
acompanhados	acompanhar	33
acompanham	acompanhar	5
acompanhamos	Acompanhar	1
acompanhando	acompanhar	209
acompanhar	acompanhar	186
acompanhara	acompanharar	1
acompanharam	acompanhar	38
acompanharem	acompanhar	1
acompanharia	acompanhar	8
acompanhariam	acompanhar	4
acompanhasse	acompanhar	13
acompanhava	acompanhar	45
acompanhavam	acompanhar	17
acompanhe	acompanhar	1
acompanhou	acompanhar	409
acompanhá	acompanhar	28
aconchegou	Aconchegar	1
aconselha	aconselhar	3
aconselhada	aconselhar	4
aconselhado	Aconselhar	5
aconselhado	aconselhar	17
aconselhados	aconselhar	2
aconselhando	aconselhar	24
aconselhara	aconselhar	5
aconselharam	aconselhar	6
aconselharia	aconselhar	1
aconselhasse	aconselhar	4
aconselhava	Aconselhar	2
aconselhava	aconselhar	20
aconselhavam	aconselhar	2
aconselhou	Aconselhar	2
aconselhou	aconselhar	35
acontece	acontecer	11
acontecem	acontecer	1
acontecendo	acontecer	60
acontecer	acontecer	32
acontecera	acontecer	17
acontecera	acontecerar	2
aconteceram	acontecer	10
aconteceria	acontecer	18
aconteceriam	acontecer	5
aconteceriam	aconteceriar	2
acontecerá	acontecezer	1
acontecesse	acontecer	11
aconteceu	acontecer	135
acontecia	acontecer	25
acontecia	aconteciar	3
aconteciam	acontecer	1
acontecida	acontecer	1
acontecido	acontecer	23
acontecido	acontecido	1
aconteça	acontecer	1
acoplada	acoplado	2
acoplada	acoplar	4
acoplado	Acoplar	1
acoplado	acoplar	3
acoplava	acoplar	1
acordada	acordadar	1
acordada	acordar	7
acordado	acordar	5
acordados	acordar	6
acordar	acordar	1
acordaram	acordar	3
acorde	acordar	1
acordos	acorr	11
acorrendo	acorrender	1
acorrentou	acorrentar	1
acorreram	acorrer	9
acorreu	acorrer	2
acossada	Acossar	1
acossado	acossar	8
acossaram	acossar	1
acostumada	acostumar	1
acostumado	acostumado	1
acostumado	acostumar	2
acostumados	acostumar	1
acostumar	acostumar	1
acostumara	acostumarar	1
acostumou	acostumar	1
acre	Acrir	1
acre	acrar	2
acre	acrir	1
acrescer	acrescer	1
acresceu	acrescer	2
acrescia	Acrescer	2
acrescida	acrescer	12
acrescidas	acrescer	8
acrescido	acrescer	19
acrescidos	acrescer	7
acréscimos	acréscir	2
acuado	Acuar	2
acuado	acuar	2
acuados	Acuar	1
acuar	acuar	1
acudia	acudir	1
acudir	acudir	3
aculturados	aculturar	1
acumpliciado	Acumpliciar	1
acumpliciar	acumpliciar	2
acumula	acumular	6
acumulada	acumular	30
acumuladas	acumular	19
acumulado	acumular	27
acumulados	acumular	4
acumulam	acumular	3
acumulando	Acumular	9
acumulando	acumular	94
acumular	acumular	92
acumulara	acumular	7
acumularam	acumular	7
acumularem	acumular	1
acumulava	Acumular	2
acumulava	acumular	25
acumulavam	acumular	5
acumulavam	acumulavar	1
acumulou	Acumular	25
acumulou	acumular	185
acusa	acusar	4
acusada	Acusar	5
acusada	acusado	2
acusada	acusar	118
acusadas	acusar	33
acusado	acusado	1
acusado	acusar	1682
acusados	acusado	16
acusados	acusar	311
acusam	acusar	3
acusando	acusar	339
acusar	acusar	49
acusara	acusar	27
acusara	acusarar	2
acusaram	acusar	64
acusaram	acusarar	1
acusarem	acusar	1
acusaria	Acusar	1
acusaria	acusazer	1
acusasse	acusar	4
acusava	Acusar	7
acusava	acusar	141
acusava	acusavar	6
acusavam	acusar	73
acusavam	acusavar	3
acuso	acusar	2
acusou	acusar	482
acusou	acuser	6
acusá	acusar	10
acéfala	acéfalar	1
adalberto	Adalbrir	1
adauto	Adaugar	1
adelmar	Adelmar	1
ademar	Ademar	39
ademir	Ademir	1
adepta	adeptar	1
adeptos	adeptar	1
adequada	adequar	3
adequadas	adequar	5
adequados	adequado	5
adequando	adequar	8
adequar	adequar	31
adequarem	adequar	1
adequaria	adequar	1
adequava	adequar	1
adequava	adequavar	1
adequou	adequar	2
adequá	adequ	4
aderem	aderir	3
aderia	aderir	5
aderiam	aderir	2
aderido	aderir	60
aderindo	Aderir	8
aderindo	aderir	38
aderir	aderir	89
aderira	aderirar	23
aderiram	aderer	1
aderiram	aderir	101
aderiram	aderirar	2
aderirem	aderir	9
aderiria	aderir	4
adeririam	aderir	2
adeririam	aderirir	1
aderisse	aderir	3
aderisse	aderizer	2
aderissem	aderir	13
aderiu	aderir	263
adesista	adeser	1
adestrada	adestrar	2
adestrado	adestrar	2
adestrados	adestrar	2
adestrando	adestrar	1
adestrar	adestrar	3
adiada	adiadar	1
adiada	adiado	1
adiada	adiar	45
adiadas	adiar	11
adiado	adiar	20
adiando	Adiar	1
adiando	adiar	16
adianta	adiantar	1
adiantada	adiantado	1
adiantada	adiantar	8
adiantadas	adiantar	3
adiantado	adiantar	12
adiantados	adiantado	1
adiantados	adiantar	8
adiantam	adiantar	1
adiantamos	Adiantar	1
adiantando	adiantar	11
adiantar	adiantar	5
adiantara	adiantar	2
adiantaram	adiantar	2
adiantaria	adiantar	4
adiantaria	adiantazer	2
adiantarão	adiantar	1
adiantassem	adiantar	2
adiantava	adiantar	4
adiantavam	adiantar	1
adiantou	adiantar	13
adiar	adiar	51
adiaram	adiar	3
adiaram	adiarar	1
adiarem	adiar	1
adiasse	adiar	4
adiava	adiar	5
adicionado	adicionar	7
adicionados	adicionar	2
adicionando	Adicionar	1
adicionarem	adicionar	1
adicionarmos	adicionar	1
adicionasse	adicionar	1
adicionou	adicionar	2
adicioná	adicionar	1
adido	Ader	6
adido	Adir	12
adido	ader	137
adido	adir	149
adidos	ader	4
adiou	adiar	17
adir	Adir	1
aditou	aditar	1
adiá	adiar	5
adjetivar	adjetivar	1
adjetivava	adjetivar	1
admirado	admirar	4
admirar	admirar	1
admirava	admirar	2
admita	admitir	1
admitam	admitir	1
admite	admitir	16
admitem	admitir	1
admiti	admitir	1
admitia	admit	4
admitia	admiter	4
admitia	admitir	76
admitiam	admitiar	1
admitiam	admitir	10
admitida	admiter	6
admitida	admitir	26
admitidas	admitir	5
admitido	admiter	78
admitido	admitir	56
admitidos	admiter	2
admitidos	admitir	19
admitimos	admitir	2
admitindo	admitir	76
admitir	admitir	95
admitira	Admitirar	1
admitira	admitir	5
admitira	admitirar	1
admitiram	admiter	2
admitiram	admitir	13
admitirem	admitir	1
admitiria	admitir	14
admitirá	admitir	1
admitisse	admitir	8
admitisse	admitizer	2
admitissem	admitir	3
admitiu	admiter	11
admitiu	admitir	179
admito	admitar	1
adoece	adoecer	1
adoecendo	Adoecer	1
adoecer	adoecer	1
adoecera	adoecer	1
adoeceu	adoecer	31
adoecido	adoecer	2
adorarem	adorar	1
adorava	adorar	2
adoremos	Adorer	1
adota	adotar	5
adotada	adotar	327
adotadas	adotar	172
adotado	Adotar	2
adotado	adotar	167
adotados	adotar	51
adotam	adotar	9
adotando	Adotar	19
adotando	adotar	80
adotar	adotar	206
adotara	adotar	17
adotara	adotarar	2
adotaram	Adotar	2
adotaram	adotar	21
adotarem	adotar	5
adotarem	adotarar	1
adotaria	adotar	21
adotariam	adotariar	1
adotará	adotar	1
adotas	adotar	1
adotasse	adotar	14
adotasse	adotassar	1
adotassem	adotar	18
adotava	Adotar	1
adotava	adotar	18
adotavam	adotar	20
adote	adotar	4
adotem	adotar	1
adotem	adotir	2
adotou	adotar	242
adotá	adotar	2
adquire	adquirir	5
adquirem	adquirer	1
adquiri	adquirir	2
adquiria	Adquir	1
adquiria	adquir	3
adquiriam	adquiriar	1
adquiriam	adquirir	4
adquirida	adquirir	48
adquiridas	adquirer	4
adquiridas	adquirir	19
adquirido	adquirer	1
adquirido	adquirir	68
adquiridos	adquirir	58
adquirindo	Adquirir	1
adquirindo	adquirir	53
adquirir	adquirir	79
adquirira	adquirirar	14
adquiriram	adquirerir	1
adquiriram	adquirir	12
adquirirem	adquirir	1
adquiriria	adquirir	1
adquirisse	adquirir	6
adquirisse	adquirizer	2
adquiriu	adquirer	1
adquiriu	adquirir	184
adstrito	adstrever	1
adulta	adulver	3
adulterada	adulterar	2
adulterado	adulterar	2
adulterados	adulterar	3
adulterando	adulterar	1
adulteraram	Adulterar	1
adulterá	adulterar	1
adulto	adultar	1
adultos	adultar	1
aduzia	aduzir	2
aduzidas	aduzer	1
adveio	advir	2
adversa	adversar	1
adversas	advernder	1
adversos	adversar	1
adversária	adversár	1
adverti	advertir	1
advertia	Advertir	3
advertia	advert	3
advertia	adverter	1
advertia	advertir	16
advertiam	advertir	1
advertida	advertir	4
advertido	Adverter	1
advertido	adverter	5
advertido	advertir	11
advertindo	advertindar	3
advertindo	advertir	56
advertir	advertir	7
advertira	advertir	1
advertira	advertirar	1
advertiram	adverter	1
advertiram	advertir	3
advertisse	advertir	1
advertiu	adverter	14
advertiu	advertir	89
advieram	advier	2
adviesse	advier	1
advinda	advir	3
advindas	advir	6
advindo	advir	2
advindos	advinr	16
advinha	advinhar	1
advinham	adver	2
advinham	advinhar	5
advir	advir	5
adviria	advir	1
adviriam	adviriar	1
advogada	advogado	2
advogada	advogar	3
advogado	Advogar	5
advogado	advogado	58
advogado	advogar	33
advogado-auxiliar	advogado-auxiliar	1
advogados	advogado	9
advogados	advogar	15
advogando	Advogar	5
advogando	advogar	19
advogar	advogar	120
advogara	advogarar	1
advogaram	advogar	1
advogaram	advogarar	2
advogaria	advogariar	1
advogava	Advogar	1
advogava	advogar	5
advogava	advogavar	13
advogavam	advogar	3
advogavam	advogavar	10
advogou	Advogar	8
advogou	advogar	35
aerotransportadas	Aerotransportar	1
afasta	afastar	5
afastada	afastado	1
afastada	afastar	64
afastadas	afastar	11
afastado	afastar	1310
afastados	Afastar	2
afastados	afastar	64
afastam	afastar	3
afastando	afastar	215
afastar	afastar	261
afastara	afastar	30
afastara	afastarar	6
afastaram	afastar	27
afastarem	afastar	4
afastaria	afastar	19
afastariam	afastar	1
afastará	afastar	3
afastasse	afastar	15
afastassem	afastar	8
afastava	afastar	21
afastavam	afastar	10
afastavam	afastavar	1
afaste	afastir	1
afastei	afastar	2
afasto	afastar	1
afastou	afastar	745
afastá	afastar	29
afeita	afazer	1
afeita	afeitar	2
afeito	afeitar	6
afeitos	afeever	1
afeiçoar	afeiçoar	1
afeiçoara	afeiçoar	1
afeiçoava	afeiçoar	1
aferida	aferir	3
aferir	aferir	4
aferr	Aferr	1
afeta	afetar	9
afetada	afetar	23
afetadas	afetar	14
afetado	afetar	25
afetados	afetado	1
afetados	afetar	15
afetam	afetar	4
afetando	afetar	13
afetar	afetar	24
afetara	afetar	1
afetara	afetarar	1
afetaram	afetar	14
afetaram	afetarar	2
afetaria	afetar	10
afetaria	afetariar	1
afetaria	afetazer	4
afetariam	afetar	3
afetariam	afetarir	1
afetará	afetazer	1
afetasse	afetar	3
afetava	afetar	11
afetava	afetavar	2
afetavam	afetar	14
afetavam	afetavar	1
afetem	afetar	1
afetem	afeter	1
afetos	afetar	2
afetou	afetar	29
afiançar	afiançar	1
afiançasse	afiançar	1
afiançava	afiançar	1
aficcionado	Aficcionar	1
aficcionado	aficcionar	2
aficionado	Aficionar	1
afigurando	Afigurar	1
afigurava	afigurar	2
afigurou	afigurar	3
afilhado	afilhar	4
afiliada	afiliar	21
afiliadas	afiliar	23
afiliado	Afiliar	1
afiliado	afiliar	2
afiliados	afiliar	3
afiliaram	afiliar	1
afinada	Afinar	1
afinado	afinado	3
afinado	afinar	10
afinados	afinar	5
afinar	afinar	2
afinava	afinar	5
afirma	afirmar	84
afirmado	afirmar	58
afirmam	afirmar	10
afirmamos	Afirmar	1
afirmando	afirmar	935
afirmar	afirmar	168
afirmara	afirmar	44
afirmara	afirmarar	2
afirmaram	afirmar	39
afirmarem	afirmar	1
afirmaria	afirmar	45
afirmaria	afirmariar	1
afirmaria	afirmazer	1
afirmasse	afirmar	19
afirmassem	afirmar	2
afirmava	afirmar	439
afirmavam	afirmar	47
afirmavam	afirmavar	1
afirme	afirmar	1
afirmem	afirmar	1
afirmou	Afirmar	8
afirmou	afirmar	1628
afixados	afixar	2
afixar	afixar	4
afligem	afligir	3
afligia	afligir	1
afligir	afligir	1
aflorado	aflorar	2
aflorar	aflorar	3
aflorara	aflorar	1
aflorarem	aflorar	1
afloraria	aflorar	1
aflorava	aflorar	1
aflui	afluir	1
afluir	afluir	2
afluía	afluer	1
afluíam	afluí	1
afoga	afogar	1
afogar	afogar	1
afortunada	afortunar	2
afortunado	afortunar	1
afortunados	afortunar	1
afrontada	afrontar	1
afrontadas	afrontar	1
afrontado	afrontar	1
afrontando	afrontar	1
afrontaram	afrontar	1
afrontava	afrontar	2
afrontavam	afrontar	2
afrontá	Afrontar	1
afrouxar	afrouxar	4
afrouxaram	afrouxar	1
afrouxaria	afrouxar	1
afundado	afundar	4
afundados	afundar	5
afundar	afundar	3
afundou	afundar	2
afírmou	Afírmar	1
agarrar	agarrar	1
agastadas	agastar	1
agastado	agastar	1
age	agir	4
agem	agir	2
agenda	agendar	3
agendadas	agendar	6
agendar	agendar	2
aggiornar	aggiornar	1
agia	agir	21
agiam	ag	1
agiam	agiar	1
agiam	agir	13
agido	agir	17
agildo	Agilr	2
agilizando	agilizar	2
agilizar	agilizar	22
agilizaram	agilizar	1
agilizasse	agilizar	3
agilizou	agilizar	5
agimos	agir	1
agindo	Agir	6
agindo	agir	35
agir	agir	128
agira	agirar	8
agiram	ager	1
agiram	agerir	2
agiram	agir	9
agirem	agir	3
agirem	agirar	2
agiria	agir	4
agisse	agissar	2
agisse	agizer	5
agissem	agir	2
agitada	agitar	13
agitadas	agitar	3
agitado	agitar	19
agitados	agitar	2
agitam	agitar	2
agitando	agitar	6
agitar	agitar	7
agitaram	agitar	2
agitava	agitar	4
agitavam	agitar	9
agitou	agitar	9
agiu	agir	33
aglomerados	aglomerar	4
aglomerava	aglomerar	1
agraciada	agraciar	4
agraciado	agraciado	1
agraciado	agraciar	47
agraciados	agraciar	2
agraciaram	agraciar	1
agrada	agradar	3
agradar	agradar	14
agradara	agradarar	1
agradava	agradar	9
agradava	agradavar	2
agradavam	agradar	2
agrade	agrader	1
agradecendo	Agradecer	1
agradecendo	agradecer	6
agradecer	agradecer	12
agradeceu	Agradecer	1
agradeceu	agradecer	11
agrado	agrar	7
agradou	agradar	25
agraria	agrazer	1
agravada	agravadar	13
agravada	agravar	43
agravadas	agravar	18
agravado	agravar	22
agravados	agravar	6
agravando	Agravar	1
agravando	agravar	48
agravar	agravar	57
agravara	agravar	9
agravara	agravarar	6
agravaram	Agravar	2
agravaram	agravar	24
agravaram	agravarar	14
agravarem	agravar	1
agravaria	agravar	3
agravaria	agravazer	2
agravariam	agravar	2
agravasse	agravar	1
agravava	agravar	14
agravava	agravavar	5
agravavam	agravar	5
